desc_id,model,layer,unit,desc_idx,description,auc,mad,p_value
gemma-scope-2b_L0_U10698_D5,gemma-scope-2b,0,10698,5,"Korean food, names, locations, music, and entertainment",1.0,98.70158749260683,5.1283342708161955e-08
gemma-scope-2b_L0_U12182_D1,gemma-scope-2b,0,12182,1,"Home improvements, dental procedures, taxes, and savings accounts",1.0,31.976186891656106,1.3877072741394167e-41
gemma-scope-2b_L0_U12182_D2,gemma-scope-2b,0,12182,2,Products or items and their specifications or descriptions,0.8427999999999999,22.74489336754297,2.179932009174991e-21
gemma-scope-2b_L0_U12182_D3,gemma-scope-2b,0,12182,3,"Themes of socioeconomic status, philosophy, religion, academic research, entertainment, politics, magic/occultism, surveys, physics, circumvention of geoblocking, software platforms, concepts of grace and blessings, biographies, virtual reality, and education",0.8427999999999999,18.97712274109529,2.179932009174991e-21
gemma-scope-2b_L0_U12182_D4,gemma-scope-2b,0,12182,4,"Culinary creations, artistic endeavors, leisure activities, or product reviews",0.8427999999999999,18.74032506741215,2.179932009174991e-21
gemma-scope-2b_L0_U12182_D5,gemma-scope-2b,0,12182,5,Brexit negotiations/deals,0.6855999999999999,16.079663751473966,1.2990505019172153e-07
gemma-scope-2b_L0_U12482_D1,gemma-scope-2b,0,12482,1,"Real estate, locations, and proper nouns",0.003,-1.4257480583617843,6.158775163971522e-08
gemma-scope-2b_L0_U12482_D2,gemma-scope-2b,0,12482,2,"Pregnancy, babies, and gestational diabetes, or small size/amount",0.003,-1.4257480583617843,6.158775163971522e-08
gemma-scope-2b_L0_U12482_D3,gemma-scope-2b,0,12482,3,Small devices or tools,0.003,-1.4257480583617843,6.158775163971522e-08
gemma-scope-2b_L0_U12482_D4,gemma-scope-2b,0,12482,4,"Small, cute items or characters, often described as little",0.003,-1.4257480583617843,6.158775163971522e-08
gemma-scope-2b_L0_U12482_D5,gemma-scope-2b,0,12482,5,"Themes of finance, politics, conflict, and negative events",0.003,-1.4257480583617843,6.158775163971522e-08
gemma-scope-2b_L0_U13183_D1,gemma-scope-2b,0,13183,1,"Locations, proper nouns, and establishments related to hospitality, travel, and entertainment",0.7168,1.0300279230295943,0.018204826946387
gemma-scope-2b_L0_U13183_D2,gemma-scope-2b,0,13183,2,"Proper nouns in contexts of fantasy, media, politics, and academic disciplines",0.6936,0.5725724629002825,0.0349731986460308
gemma-scope-2b_L0_U13183_D3,gemma-scope-2b,0,13183,3,"Fax services, kidney and bladder function, adjudication and legal jurisdictions, functional fitness, phone and computer interaction, software functionality, website functions, magic spells, medical leadership competency, comic and camera framing, construction diplomas, Skype functionality, VoIP functionalities, artisanal mining, and daycare competence",0.4416,-0.3382020241108867,0.5249683487161609
gemma-scope-2b_L0_U13183_D4,gemma-scope-2b,0,13183,4,"Fantasy elements, functions/routines, and kitchen/household appliances",0.4314,-0.3592279418919546,0.4551652948575824
gemma-scope-2b_L0_U13183_D5,gemma-scope-2b,0,13183,5,"Dishwashers, often the Whirlpool brand, or their components, sometimes clogged",0.4181,-0.3874328776925645,0.3725371657912052
gemma-scope-2b_L0_U13502_D1,gemma-scope-2b,0,13502,1,"The concept of proper names of people, organizations, or locations appearing multiple times in the same text, especially in close proximity",0.13485,-0.9988580851313776,6.958649796799312e-05
gemma-scope-2b_L0_U13502_D2,gemma-scope-2b,0,13502,2,"Medical conditions, treatments, and professionals",0.06385,-1.162744036344019,2.0217466380482386e-06
gemma-scope-2b_L0_U13502_D3,gemma-scope-2b,0,13502,3,"Luxury accommodations, food, or transportation, often with specific brands or names",0.0435,-1.19161923478773,6.594440777318759e-07
gemma-scope-2b_L0_U13502_D4,gemma-scope-2b,0,13502,4,Proper nouns in different contexts,0.0298499999999999,-1.2310158645853984,3.0285313052829145e-07
gemma-scope-2b_L0_U13502_D5,gemma-scope-2b,0,13502,5,"Locations, people, events, products, and organizations",0.0115,-1.3023377352894454,1.028550858604587e-07
gemma-scope-2b_L0_U13988_D1,gemma-scope-2b,0,13988,1,End of text/input,0.5762,-0.3245273804865128,0.3934302508108754
gemma-scope-2b_L0_U13988_D2,gemma-scope-2b,0,13988,2,End of text,0.5755,-0.3249155518385918,0.3977936648502606
gemma-scope-2b_L0_U13988_D3,gemma-scope-2b,0,13988,3,End of text,0.5755,-0.3249155518385918,0.3977936648502606
gemma-scope-2b_L0_U13988_D4,gemma-scope-2b,0,13988,4,End of text/document,0.5754,-0.3249153488068287,0.3984193819374089
gemma-scope-2b_L0_U13988_D5,gemma-scope-2b,0,13988,5,End of text/short descriptions of items/products/services,0.5754,-0.3249246193821546,0.3984193819374089
gemma-scope-2b_L0_U14477_D1,gemma-scope-2b,0,14477,1,"Food, specifically ingredients like dairy products, spices, and vegetables",0.5245,-0.305380990664737,0.7687979536587841
gemma-scope-2b_L0_U14477_D2,gemma-scope-2b,0,14477,2,"Proper nouns related to people, places, or organizations, and words semantically connected to feelings of excitement, liveliness, or having successfully completed a task",0.3477999999999999,-0.4245296361759297,0.066415749296981
gemma-scope-2b_L0_U14477_D3,gemma-scope-2b,0,14477,3,France or French or religion or leverage or operating,0.31195,-0.4691626662529247,0.0232403366530709
gemma-scope-2b_L0_U14477_D4,gemma-scope-2b,0,14477,4,"Religious belief systems, dairy products, and feelings of excitement",0.2835,-0.4864695146400704,0.0089370963226776
gemma-scope-2b_L0_U14477_D5,gemma-scope-2b,0,14477,5,"Nationalities, positive properties, and actions/states involving successful outcomes",0.2835,-0.4864695146400704,0.0089370963226776
gemma-scope-2b_L0_U16268_D1,gemma-scope-2b,0,16268,1,Discussions of religion or deities,0.267,-0.3712734805057247,0.0057282680409545
gemma-scope-2b_L0_U16268_D2,gemma-scope-2b,0,16268,2,"End of sequence tokens, most frequently occurring at the end of short texts about products or reviews",0.267,-0.3712734805057247,0.0057282680409545
gemma-scope-2b_L0_U16268_D3,gemma-scope-2b,0,16268,3,End of sequence tokens,0.267,-0.3712734805057247,0.0057282680409545
gemma-scope-2b_L0_U16268_D4,gemma-scope-2b,0,16268,4,"Expression of personal experiences, facts, or opinions",0.267,-0.3712734805057247,0.0057282680409545
gemma-scope-2b_L0_U16268_D5,gemma-scope-2b,0,16268,5,End of a text excerpt,0.267,-0.3712734805057247,0.0057282680409545
gemma-scope-2b_L10_U603_D1,gemma-scope-2b,10,603,1,"Times of day, days of the week/year, or longer durations of time",0.9842,6.102784255218829,1.2558874289286171e-08
gemma-scope-2b_L10_U603_D2,gemma-scope-2b,10,603,2,"Units of time like days, months, and years",0.9735,4.440269462106258,2.6040661041818922e-08
gemma-scope-2b_L10_U603_D3,gemma-scope-2b,10,603,3,"Units of time (days, weeks, months, years, hours, minutes, evenings, nights, weekends, centuries, lifetimes)",0.9575,3.323076845098874,7.529299728776229e-08
gemma-scope-2b_L10_U603_D4,gemma-scope-2b,10,603,4,"Units of time, often in the context of duration, repetition, or scheduling",0.9003,2.4114538276440483,2.5314335077913525e-06
gemma-scope-2b_L10_U603_D5,gemma-scope-2b,10,603,5,Units of time,0.8833,2.4023076082718444,6.614851489041135e-06
gemma-scope-2b_L10_U1198_D1,gemma-scope-2b,10,1198,1,A brand/company name,0.498,-0.0542164327701729,0.8451658793934881
gemma-scope-2b_L10_U1198_D2,gemma-scope-2b,10,1198,2,"Methods for establishing or enhancing online presence, including website creation, backlink strategies, and online marketing",0.498,-0.0542164327701729,0.8451658793934881
gemma-scope-2b_L10_U1198_D3,gemma-scope-2b,10,1198,3,"Discussions of accounts, subjects, descriptions, and learning, often within the context of a crisis or automation and online platforms or systems",0.498,-0.0542164327701729,0.8451658793934881
gemma-scope-2b_L10_U1198_D4,gemma-scope-2b,10,1198,4,"Dates and times of events, often related to entertainment, education, or business",0.498,-0.0542164327701729,0.8451658793934881
gemma-scope-2b_L10_U1198_D5,gemma-scope-2b,10,1198,5,"Recipes and food, often including specific ingredients or cooking methods",0.498,-0.0542164327701729,0.8451658793934881
gemma-scope-2b_L10_U1928_D1,gemma-scope-2b,10,1928,1,"Business growth, success, and effective marketing strategies",0.9448,1.8899157578544887,9.006800977358521e-07
gemma-scope-2b_L10_U1928_D2,gemma-scope-2b,10,1928,2,"Popularity, success, or positive reception of brands, products, or ventures",0.9392,2.1801504153292397,1.2325509045469369e-06
gemma-scope-2b_L10_U1928_D3,gemma-scope-2b,10,1928,3,"Political success, popularity, and societal impact",0.8822,0.7115624692845999,2.434614588282476e-05
gemma-scope-2b_L10_U1928_D4,gemma-scope-2b,10,1928,4,"Popularity, success, and high performance in various domains, such as entertainment, products, or personal achievements",0.8085,1.2886438291043982,0.0006573550309449
gemma-scope-2b_L10_U1928_D5,gemma-scope-2b,10,1928,5,"Strong positive outcomes/results of products or services, often in a competitive context",0.7649999999999999,0.5189245050053642,0.0034299292284989
gemma-scope-2b_L10_U2286_D1,gemma-scope-2b,10,2286,1,Retail locations of Easter treats or the concept of family relationships,0.0116,-0.8651380174922308,8.997126239863633e-12
gemma-scope-2b_L10_U2286_D2,gemma-scope-2b,10,2286,2,"Locations, often including cities and states/regions",0.01125,-0.865032246914234,8.695907521704718e-12
gemma-scope-2b_L10_U2286_D3,gemma-scope-2b,10,2286,3,"Locations/areas related to business, employment, or finance",0.00965,-0.8652164400695413,7.440108651771e-12
gemma-scope-2b_L10_U2286_D4,gemma-scope-2b,10,2286,4,"The beginning of texts describing card games, color pickers, car parts, kitchen/bathroom installations, scientific experiments, road constructions, baking tools, minerals, teeth whitening, food recipes, restaurants, optic fiber products, batteries and chargers, computer parts, pickup trucks, medical equipment, fish feeding, online communities, mattresses, and smartwatches",0.0081,-0.8652702619339058,6.3937791455521826e-12
gemma-scope-2b_L10_U2286_D5,gemma-scope-2b,10,2286,5,"Displaying, viewing, presenting, or demonstrating something, sometimes within the context of an organization or event",0.0079,-0.8652638932214172,6.269744447329285e-12
gemma-scope-2b_L10_U3209_D1,gemma-scope-2b,10,3209,1,"Temperatures, dates (months), places (cities, states), relationships, communications, media (television, photography), restaurants, entertainment, opportunities",0.7287,0.6970892109108966,0.0127356600207251
gemma-scope-2b_L10_U3209_D2,gemma-scope-2b,10,3209,2,"Names of companies or organizations, types of vehicles, months of the year, and words related to mechanical or automated processes/machinery",0.226,-0.7899520833893328,0.0028394251188095
gemma-scope-2b_L10_U3209_D3,gemma-scope-2b,10,3209,3,"Positive adjectives or descriptions related to aesthetics, events, holidays, locations, photography, or websites",0.1796999999999999,-0.9205079415380568,0.0004847717872016
gemma-scope-2b_L10_U3209_D4,gemma-scope-2b,10,3209,4,"Commercial or promotional content, often related to real estate or online platforms, including websites and social media",0.0558,-1.3289516702907112,1.305649097369258e-06
gemma-scope-2b_L10_U3209_D5,gemma-scope-2b,10,3209,5,"Culinary experiences, often with a focus on specific ingredients or dishes, in restaurant settings or home cooking",0.051,-1.3785691119652883,1.0022980037511655e-06
gemma-scope-2b_L10_U3863_D1,gemma-scope-2b,10,3863,1,"Scientific study results and conclusions, or a backlink to previous content",0.4985,-0.054180141386535,0.8668999038035439
gemma-scope-2b_L10_U3863_D2,gemma-scope-2b,10,3863,2,Discussions of the status or progress of some formal process or agreement,0.4985,-0.054180141386535,0.8668999038035439
gemma-scope-2b_L10_U3863_D3,gemma-scope-2b,10,3863,3,Online communities or resources,0.4985,-0.054180141386535,0.8668999038035439
gemma-scope-2b_L10_U3863_D4,gemma-scope-2b,10,3863,4,Email or website feed subscriptions,0.4985,-0.054180141386535,0.8668999038035439
gemma-scope-2b_L10_U3863_D5,gemma-scope-2b,10,3863,5,"Years, often related to birth dates or anniversaries",0.4985,-0.054180141386535,0.8668999038035439
gemma-scope-2b_L10_U4006_D1,gemma-scope-2b,10,4006,1,"File extensions, URLs, or numerical webpage elements in text excerpts, sometimes related to donations or mission trips",1.0,74.68604152834189,5.749023523918321e-132
gemma-scope-2b_L10_U4006_D2,gemma-scope-2b,10,4006,2,"File path separators and punctuation marks, often found at the end of URLs",1.0,84.63612370028237,5.749023523918321e-132
gemma-scope-2b_L10_U4006_D3,gemma-scope-2b,10,4006,3,"A question or statement about a specific product or service followed by further information, sometimes including a URL or other link contained within brackets",0.54635,0.401415348449973,0.0010187882797166
gemma-scope-2b_L10_U4006_D4,gemma-scope-2b,10,4006,4,"PHP file extensions, or numbers, often followed by the word 'for'",0.4965,-0.075052566759182,0.7936511989943162
gemma-scope-2b_L10_U4006_D5,gemma-scope-2b,10,4006,5,"A forward slash or greater than symbol, followed by a period, at the beginning of a line, often preceding a URL or a web address",0.4965,-0.075052566759182,0.7936511989943162
gemma-scope-2b_L10_U4250_D1,gemma-scope-2b,10,4250,1,Locations below something,0.4975,-0.0663307585815319,0.8262064843112343
gemma-scope-2b_L10_U4250_D2,gemma-scope-2b,10,4250,2,"Concepts of sequencing, ordering, or specifying a location within a sequence",0.4975,-0.0663307585815319,0.8262064843112343
gemma-scope-2b_L10_U4250_D3,gemma-scope-2b,10,4250,3,"Events, services, or establishments in a specific location",0.4975,-0.0663307585815319,0.8262064843112343
gemma-scope-2b_L10_U4250_D4,gemma-scope-2b,10,4250,4,Technical specifications of various products,0.4975,-0.0663307585815319,0.8262064843112343
gemma-scope-2b_L10_U4250_D5,gemma-scope-2b,10,4250,5,Culinary recipes or food descriptions,0.4975,-0.0663307585815319,0.8262064843112343
gemma-scope-2b_L10_U8516_D1,gemma-scope-2b,10,8516,1,"Freshness, including freshness of ingredients, scents, and new or refreshed states",0.9991,10.54222907823606,6.999618765563175e-10
gemma-scope-2b_L10_U8516_D2,gemma-scope-2b,10,8516,2,"New, fresh, or refreshing items, sometimes related to food or drinks, and occasionally concerning new students or recent graduates",0.9769,5.95246677582225,3.82008903288156e-09
gemma-scope-2b_L10_U8516_D3,gemma-scope-2b,10,8516,3,"Newness, freshness, or starting from scratch",0.8862500000000001,3.1300707922407103,1.824015479461437e-06
gemma-scope-2b_L10_U8516_D4,gemma-scope-2b,10,8516,4,Water-related concepts,0.1818,-0.1869437210958574,8.40181799909982e-05
gemma-scope-2b_L10_U8516_D5,gemma-scope-2b,10,8516,5,"New, original, or truthful things",0.0825,-0.7075484386549481,2.460694672675031e-07
gemma-scope-2b_L10_U8648_D1,gemma-scope-2b,10,8648,1,"Dates and numbers related to financial, legal, or technical documents",0.3334,-0.2670349665144444,0.0294930898838874
gemma-scope-2b_L10_U8648_D2,gemma-scope-2b,10,8648,2,"Titles, names, and numbers relating to publications, news articles, or media",0.0248,-0.8525987142515558,5.289091370568062e-10
gemma-scope-2b_L10_U8648_D3,gemma-scope-2b,10,8648,3,"Locations, times, or numbers in lists of properties, births, sporting events, or hotels",0.02255,-0.859471486931861,4.3845026734052834e-10
